platform;programId;trackingLink;params;redirector
DE;4195;http://partners.webmasterplan.com/click.aspx?site=4195&ref=[ref]&type=text&tnb=83&diurl=[deeplink];p=100025;
DE;4712;http://partners.webmasterplan.com/click.aspx?site=4712&ref=[ref]&type=text&tnb=31&diurl=[deeplink];;
DE;5727;http://partners.webmasterplan.com/click.aspx?site=5727&ref=[ref]&type=text&tnb=102&diurl=[deeplink];debname=maxximaffiliate&utm_source=affilinet&utm_medium=referral&utm_campaign=affiliate_affilinet;
DE;6159;http://partners.webmasterplan.com/click.aspx?site=6159&ref=[ref]&type=text&tnb=154&diurl=[deeplink];;
DE;6856;http://partners.webmasterplan.com/click.aspx?site=6856&ref=[ref]&type=text&tnb=50&diurl=[deeplink];;
DE;6922;http://partners.webmasterplan.com/click.aspx?site=6922&ref=[ref]&type=text&tnb=50&diurl=[deeplink];debName=sunnysales&utm_source=affilinet&utm_medium=referral&utm_campaign=affiliate_affilinet;http://m.exactag.com/cl.aspx?tc=6e52fd45f3f6860bc14237dc3e53d46d&url=
DE;7207;http://partners.webmasterplan.com/click.aspx?site=7207&ref=[ref]&type=text&tnb=50&diurl=[deeplink];;
DE;8342;http://partners.webmasterplan.com/click.aspx?site=8342&ref=[ref]&type=text&tnb=32&diurl=[deeplink];debName=sunnysales&utm_source=affilinet&utm_medium=referral&utm_campaign=affiliate_affilinet;https://m.exactag.com/cl.aspx?tc=9635aaa888e1f4d9af5606682057c955&url=
DE;8779;http://partners.webmasterplan.com/click.aspx?site=8779&ref=[ref]&type=text&tnb=60&diurl=[deeplink];refid=30117&channelid=18957&cl=2363431383136323131303&bm=100&bmcl=7363735313236323131303&cp=101&ag=101&crid=101&subid=Keyword1;http://t23.intelliad.de/index.php?redirect=https%3A%2F%2Fm.exactag.com%2Fcl.aspx%3Ftc%3D945bb649d9a015e7f96774c03291d0aa%26url%3D
DE;10806;http://partners.webmasterplan.com/click.aspx?site=10806&ref=[ref]&type=text&tnb=188&diurl=[deeplink];partnerid=affilinet_de;https://ad2.media01.eu/set.aspx?trackid=8C93074EE9D504640012B773060ACA7D&dt_subid1=&dt_subid2=&dt_keywords=&dt_freetext=&dt_url=
DE;12312;http://partners.webmasterplan.com/click.aspx?site=12312&ref=[ref]&type=text&tnb=38&diurl=[deeplink];utm_source=affilinet&utm_medium=textlink&utm_campaign=affiliate&utm_content=browserextension;
DE;14832;http://partners.webmasterplan.com/click.aspx?site=14832&ref=[ref]&type=text&tnb=24&diurl=[deeplink];cid=affiliate&utm_source=affiliate&utm_medium=teaser&utm_campaign=affiliate;
DE;15637;http://partners.webmasterplan.com/click.aspx?site=15637&ref=[ref]&type=text&tnb=81&diurl=[deeplink];utm_campaign=standard;
DE;15689;http://partners.webmasterplan.com/click.aspx?site=15689&ref=[ref]&type=text&tnb=15&diurl=[deeplink];;
